Gene,BaseGeneMean,OutlierFactor,GeneMean,DEFacGroup1,DEFacGroup2,true_log2_fc,sparsity,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,sparsity_category
Gene2077,0.172158811279328,1,0.172158811279328,1.44550449585292,0.635876807714683,1.18475390033693,0.881554130516786,8.18462694315695e-14,1.57364050875907,0.163,0.072,3.30904467311836e-10,Medium sparsity
Gene2078,0.220909798231143,1,0.220909798231143,0.538154106232686,1.71959952274921,-1.67598134669053,0.839683138438325,2.62737668161673e-32,-1.95390911006941,0.079,0.244,1.06224839237764e-28,Medium sparsity
Gene2079,0.12326458496067,1,0.12326458496067,0.84884240301127,0.594059210546447,0.514889993113099,0.942663145982648,0.149887796124332,0.518905367460449,0.059,0.055,1,High sparsity
Gene208,0.212138613281031,1,0.212138613281031,1.61929821996677,1.77291926788451,-0.130758137050051,0.790267823462844,,,,,,Medium sparsity
Gene2080,0.194518236098461,1,0.194518236098461,0.613837538528376,1.47253470526042,-1.26237285647417,0.862693323274236,4.49109903041069e-16,-1.45024758826221,0.084,0.192,1.81575133799504e-12,Medium sparsity
Gene2081,0.862610929516295,1,0.862610929516295,0.45245085866878,0.612930111921451,-0.437961475454141,0.756695586571105,0.00230904126326639,-0.308872681589259,0.215,0.273,1,Medium sparsity
Gene2082,0.177244412717561,1,0.177244412717561,1.42840974072323,0.645733019015814,1.14540017212502,0.891361750282912,1.38023651683863e-05,0.716420263280615,0.136,0.08,0.0558029623757857,Medium sparsity
Gene2083,0.051711797388219,1,0.051711797388219,0.688352728409999,2.34983939848809,-1.77134222712297,0.943794794417201,1.01470305718038e-12,-1.7920910792149,0.024,0.089,4.10244446018026e-09,High sparsity
Gene2084,0.540876022896424,1,0.540876022896424,1.68560303429452,0.543817747374613,1.63206967701586,0.700113164843455,2.25516305600123e-45,1.62825692228342,0.42,0.175,9.11762423541298e-42,Medium sparsity
Gene2085,0.659403371177583,1,0.659403371177583,1.21169962109075,0.659615982517149,0.877333839871046,0.665786495662014,3.43613156882371e-21,0.929286571520713,0.419,0.247,1.38922799327542e-17,Low sparsity
Gene2086,0.380796851103133,1,0.380796851103133,1.54729842271028,0.553995223890043,1.48180602813733,0.765371557902678,9.90370929028188e-34,1.46228276243758,0.332,0.134,4.00406966606096e-30,Medium sparsity
Gene2087,0.386561674109307,1,0.386561674109307,1.80748855988429,0.425249772103335,2.08760414812963,0.764617125612976,1.85881765544732e-47,1.83321845756557,0.35,0.117,7.5151997809735e-44,Medium sparsity
Gene2088,0.160892023314309,1,0.160892023314309,1.84821371876491,0.711356665765703,1.37748659640723,0.881931346661637,1.46811447575898e-23,1.76125401832137,0.179,0.055,5.93558682549357e-20,Medium sparsity
Gene2089,0.010571934136085,1,0.010571934136085,1.61887351376441,1.61216501496111,0.00599084893398361,0.987174651075066,0.508772875359024,-0.659426476120956,0.01,0.015,1,High sparsity
Gene209,0.321982499026053,1,0.321982499026053,0.689429730294803,0.463468645435692,0.572931772420956,0.883817427385892,0.107504284630332,0.364193054835279,0.129,0.103,1,Medium sparsity
Gene2090,0.193715586287113,1,0.193715586287113,1.72527474369374,2.11518849376928,-0.29396010989264,0.768012070916635,0.119914608878079,-0.153467745943852,0.216,0.249,1,Medium sparsity
Gene2091,0.160359644907362,1,0.160359644907362,1.53788929527733,1.34523310879519,0.193095462922022,0.854771784232365,0.0835029999831855,0.392111215632658,0.154,0.136,1,Medium sparsity
Gene2092,0.131009854694242,1,0.131009854694242,1.14035095315158,2.05771026304863,-0.851561962153851,0.862693323274236,4.42151672012201e-09,-1.01522010772439,0.098,0.178,1.78761920994533e-05,Medium sparsity
Gene2093,0.160835713740967,1,0.160835713740967,1.16906329141745,0.630588313408966,0.890582699285374,0.906450396076952,9.05887739217002e-07,0.828622469938295,0.122,0.064,0.00366250412965434,High sparsity
Gene2094,0.0645776115975641,1,0.0645776115975641,1.62133596398923,0.917931480410969,0.820724697002564,0.949453036589966,0.00649042682720404,0.916535084790705,0.064,0.037,1,High sparsity
Gene2095,0.428513613397688,1,0.428513613397688,0.641530943606413,0.518390908321954,0.30747843787841,0.844209732176537,0.366882762508319,0.205308993989837,0.165,0.146,1,Medium sparsity
Gene2096,0.128522221686912,1,0.128522221686912,1.53908564120169,0.658330167496363,1.2251902966984,0.913617502829121,3.35402503399833e-05,0.832042127669285,0.11,0.061,0.135603232124552,High sparsity
Gene2097,0.204186776653766,1,0.204186776653766,1.60835940302961,0.662302689015638,1.2800272054696,0.853640135797812,3.13774360768846e-14,1.29631416688536,0.198,0.093,1.26858974058844e-10,Medium sparsity
Gene2098,0.0966171428276051,1,0.0966171428276051,0.546736648385795,0.501814448125906,0.12369207519707,0.963787250094304,0.881673385496202,0.218461198147825,0.036,0.037,1,High sparsity
Gene2099,0.397737122660301,1,0.397737122660301,0.465614458735254,0.639737917134668,-0.458345135055469,0.875895888344021,6.37764958370468e-05,-0.681580150457785,0.097,0.152,0.25784837266918,Medium sparsity
Gene21,0.462310097344844,1,0.462310097344844,1.22461488801539,0.540896569168606,1.17890347577321,0.752168992832893,7.04522491472081e-16,1.00278274249186,0.313,0.18,2.84838443302162e-12,Medium sparsity
Gene210,0.425556296613936,1,0.425556296613936,1.77387324234398,1.05243365369432,0.753173633594094,0.701244813278008,1.51939442287596e-09,0.708586757749493,0.352,0.244,6.1429116516875e-06,Medium sparsity
Gene2100,0.879486583521545,1,0.879486583521545,1.71789199643835,0.532702319934221,1.68923786834447,0.528857035081102,2.43569885374279e-86,1.68451956322009,0.641,0.294,9.84753046568209e-83,Low sparsity
Gene2101,0.317670389004983,1,0.317670389004983,1.4806991385301,1.92204722092999,-0.376365249793414,0.700113164843455,0.00197620550333705,-0.46783851132099,0.273,0.327,1,Medium sparsity
Gene2102,0.157263975281319,1,0.157263975281319,0.724000511252101,0.543761015326969,0.413017994292671,0.925311203319502,,,,,,High sparsity
Gene2103,0.120770568224357,1,0.120770568224357,0.776640479432502,1.88490201371202,-1.27917071789109,0.90192380233874,6.09987997077961e-10,-1.06479623990132,0.061,0.136,2.4661814721862e-06,High sparsity
Gene2104,0.1506319344483,1,0.1506319344483,0.935190043057019,0.702224570754735,0.413327092785636,0.920030177291588,0.353886336546386,0.26553195514635,0.087,0.072,1,High sparsity
Gene2105,0.0152582492619257,1,0.0152582492619257,0.717902863848691,1.36886190675482,-0.931116354370523,0.985665786495662,0.110613758424481,-0.811083076087662,0.01,0.019,1,High sparsity
Gene2106,0.351580421331252,1,0.351580421331252,1.44774585870832,0.711620152477364,1.02462909779729,0.776310826103357,8.43394176843568e-21,1.20563671642668,0.297,0.148,3.40984265697855e-17,Medium sparsity
Gene2107,0.0909054707930263,1,0.0909054707930263,1.90530312959348,1.58065401946699,0.269498926840953,0.900414937759336,0.32099020916628,0.189713766724696,0.108,0.091,1,High sparsity
Gene2108,0.128660546428883,1,0.128660546428883,1.53802158408404,0.5647803212203,1.44531402332564,0.923047906450396,1.34418598860896e-08,1.4131463240987,0.107,0.046,5.43454395194602e-05,High sparsity
Gene2109,0.0588792604645276,21.0408016475306,3.8341640446065,2.51476693076379,0.4994180953055,2.33210469670823,0.152018106374953,0,2.34558401153646,0.981,0.709,0,Low sparsity
Gene211,0.0833986833915558,1,0.0833986833915558,1.59776725622527,0.517077361316822,1.62760522163997,0.938890984534138,6.37873521541655e-09,1.83499809938086,0.088,0.033,2.57892264759291e-05,High sparsity
Gene2110,0.0290448753900159,1,0.0290448753900159,2.36085707231951,1.83335357377804,0.364825657069657,0.950207468879668,0.433075367077204,0.300075103624464,0.055,0.045,1,High sparsity
Gene2111,0.432906796170778,1,0.432906796170778,0.565799731476661,1.08061621819384,-0.933490842458495,0.804224820822331,9.65819383017974e-15,-1.13925859226937,0.141,0.253,3.90480776554167e-11,Medium sparsity
Gene2112,0.07746857072113,1,0.07746857072113,0.663922014055338,2.71846801868172,-2.03370816164292,0.916258015843078,4.19485963888095e-18,-2.00502273951203,0.038,0.131,1.69598175199957e-14,High sparsity
Gene2113,0.346000422215599,1,0.346000422215599,0.95688480057116,0.572224583064618,0.74176377108844,0.827989437947944,2.69164789122347e-06,0.653346383478251,0.208,0.135,0.0108823324242165,Medium sparsity
Gene2114,0.0179459798209984,1,0.0179459798209984,0.457018203557405,1.8007795186839,-1.97829801765272,0.990946812523576,0.0933881229328538,-1.56408835590334,0.005,0.013,1,High sparsity
Gene2115,0.0235884907609081,1,0.0235884907609081,0.603433690957145,0.609928527936887,-0.0154449486694435,0.989815164089023,0.782595860179492,0.772031596867856,0.011,0.009,1,High sparsity
Gene2116,0.126821841864102,1,0.126821841864102,1.50805183804664,0.614120394625583,1.29609260076086,0.906450396076952,9.55610917195064e-16,1.73381806621188,0.139,0.047,3.86353493821964e-12,High sparsity
Gene2117,0.109184368766496,1,0.109184368766496,2.11825885143303,0.670659699677153,1.65922608016982,0.904564315352697,2.44400147560116e-14,1.57421430155402,0.139,0.051,9.88109796585547e-11,High sparsity
Gene2118,0.0941303608567704,1,0.0941303608567704,2.0242825578207,1.6221111808211,0.319537975055291,0.867219917012448,0.108106896052742,0.377673224208287,0.145,0.12,1,Medium sparsity
Gene2119,0.0875613719311635,1,0.0875613719311635,0.710523065857851,0.52561336622981,0.434879521199532,0.967182195397963,0.468290161658518,0.251972835560674,0.031,0.035,1,High sparsity
Gene212,0.0122526311972334,1,0.0122526311972334,1.46828074700345,1.90348186014993,-0.374512971964182,0.981893625047152,0.158365605669193,-1.0630434855068,0.013,0.023,1,High sparsity
Gene2120,0.343019617140753,1,0.343019617140753,0.615469171946262,2.03779957049303,-1.72725366007992,0.786495662014334,1.21424170764871e-38,-1.83770040943189,0.116,0.315,4.90917922402375e-35,Medium sparsity
Gene2121,0.260720010852377,1,0.260720010852377,0.566055129455455,1.75085517648994,-1.62904528241642,0.813278008298755,7.14059448402454e-26,-1.56712191894728,0.109,0.267,2.88694234989112e-22,Medium sparsity
Gene2122,0.152833560875249,1,0.152833560875249,0.866195353546537,0.75237585974739,0.203238873298056,0.927951716333459,0.281500603570376,0.486390195503781,0.078,0.066,1,High sparsity
Gene2123,0.149142554882534,1,0.149142554882534,1.99251501914461,0.508257303156085,1.9709596535418,0.883440211241041,4.8547093484103e-22,1.78163345051381,0.176,0.055,1.96275898956228e-18,Medium sparsity
Gene2124,0.376486657808919,1,0.376486657808919,0.554055614688986,0.644794324029912,-0.218808246632376,0.859675594115428,,,,,,Medium sparsity
Gene2125,0.577189178020546,1,0.577189178020546,0.703699276506603,1.89822299080868,-1.43161854582904,0.628819313466616,4.40629823021168e-44,-1.3796532727395,0.249,0.498,1.78146637447458e-40,Low sparsity
Gene2126,0.650464310451364,1,0.650464310451364,1.66948905727221,0.709456780969241,1.23461993195181,0.615993964541682,5.13479132003371e-39,1.27600123903802,0.493,0.271,2.07599613068963e-35,Low sparsity
Gene2127,0.285444329983223,1,0.285444329983223,0.730542096681413,1.64883476159589,-1.17440751171605,0.80761976612599,3.1135868557967e-15,-1.06356408663728,0.132,0.255,1.2588231657986e-11,Medium sparsity
Gene2128,0.17518041791466,1,0.17518041791466,1.29817155804502,0.534205519467626,1.28101426604017,0.89815164089023,1.03771034112751e-11,1.16085884852945,0.142,0.06,4.19546290917854e-08,Medium sparsity
Gene2129,0.0519308556580324,1,0.0519308556580324,2.36085990648531,0.570437552452512,2.04917157050681,0.946058091286307,7.03956453227875e-16,1.65206328971991,0.088,0.018,2.8460959404003e-12,High sparsity
Gene213,0.358787362278601,1,0.358787362278601,0.59176019432046,0.663435918473119,-0.164944467217827,0.862693323274236,0.416888464388465,-0.224905903194498,0.132,0.143,1,Medium sparsity
Gene2130,0.0157680014710021,1,0.0157680014710021,0.512303722908994,0.625652556164982,-0.288362331343305,0.990946812523576,0.889380477694853,-0.370398596410082,0.01,0.008,1,High sparsity
Gene2131,0.0633260823557572,1,0.0633260823557572,1.73023247045748,0.577972320379684,1.58189358089313,0.952470765748774,1.09797103682383e-08,1.80037690160652,0.071,0.023,4.43909690187873e-05,High sparsity
Gene2132,0.411804742322932,1,0.411804742322932,1.3553703073975,1.72996465626235,-0.352055492183614,0.653715579026782,,,,,,Low sparsity
Gene2133,0.494826753520082,1,0.494826753520082,0.748682845534534,1.56134961665528,-1.06036701739979,0.688796680497925,5.37883219436236e-17,-0.884007018045386,0.238,0.387,2.1746618561807e-13,Low sparsity
Gene2134,0.0761334189862317,1,0.0761334189862317,1.68952601404655,1.14298562401082,0.563811306143039,0.923047906450396,0.122016886166537,0.291604537747265,0.087,0.067,1,High sparsity
Gene2135,0.176725252946372,64.8932885148289,11.82519172643,0.613495127893901,2.40882511407868,-1.9732058627909,0.026782346284421,0,-2.06092166631939,0.947,1,0,Low sparsity
Gene2136,0.412628027668443,96.4596870300133,17.5773846434163,0.430515794816562,2.16591480218986,-2.33083842114028,0.023010184835911,0,-2.33877997930297,0.955,1,0,Low sparsity
Gene2137,0.136631659179205,1,0.136631659179205,0.562586971129007,0.647587911623782,-0.202999913559806,0.948698604300264,0.42294801589371,-0.133333529689376,0.047,0.056,1,High sparsity
Gene2138,0.264366111059912,1,0.264366111059912,1.89740982634612,1.78604735913995,0.0872609880399612,0.737457563183704,0.114417926111163,0.19479577294182,0.28,0.244,1,Medium sparsity
Gene2139,0.189571045026005,1,0.189571045026005,1.32985378714026,1.23525086799525,0.106463565527912,0.83779705771407,,,,,,Medium sparsity
Gene214,0.313935572052617,1,0.313935572052617,1.66705550349854,0.583226468484372,1.51517403880257,0.78875895888344,1.42362599871142e-28,1.6152957365792,0.296,0.124,5.75571991279027e-25,Medium sparsity
Gene2140,0.529925689524667,1,0.529925689524667,1.21047282624095,1.63387884877696,-0.432730319588499,0.596001508864579,6.97362263377425e-08,-0.392913225762028,0.35,0.46,0.000281943563083493,Low sparsity
Gene2141,0.305558765226401,1,0.305558765226401,0.603793313479021,2.34425908614513,-1.95700533900932,0.740098076197661,7.27700287295521e-52,-1.86671918996273,0.137,0.387,2.94209226153579e-48,Medium sparsity
Gene2142,0.836727990159239,1,0.836727990159239,0.542088206092219,0.477760888589378,0.182238865499834,0.745756318370426,0.0374030495958047,0.439614975566655,0.27,0.238,1,Medium sparsity
Gene2143,0.281779042976767,1,0.281779042976767,1.57481321866808,0.670108888232274,1.23271327928558,0.786872878159185,2.03265275605102e-21,1.13274403431141,0.288,0.135,8.21801509271426e-18,Medium sparsity
Gene2144,0.0213420998599669,1,0.0213420998599669,0.880507320068746,0.709649057646147,0.311229252109109,0.990192380233874,0.528054524901643,0.822810688092932,0.012,0.008,1,High sparsity
Gene2145,0.0148228798569294,1,0.0148228798569294,1.69171707548549,0.496384223898337,1.768959141297,0.985665786495662,0.00155435752684234,1.88710516472051,0.022,0.006,1,High sparsity
Gene2146,0.302423050743485,1,0.302423050743485,0.490323006739066,0.704378641089618,-0.522618706146487,0.886457940399849,0.316582480356486,-0.221208151173656,0.104,0.123,1,Medium sparsity
Gene2147,0.326791236430279,1,0.326791236430279,1.55108885983098,1.2530025526048,0.307891985126602,0.751791776688042,1.93519892435246e-05,0.628879340367015,0.284,0.211,0.07824009251157,Medium sparsity
Gene2148,0.0866955002763151,1,0.0866955002763151,0.828402572070283,0.505222382038454,0.713413479031896,0.956620143342135,0.238168972370253,0.201821451831362,0.049,0.038,1,High sparsity
Gene2149,0.0423340250201693,1,0.0423340250201693,0.583411382255136,1.75180710140172,-1.58625848431766,0.959637872500943,8.19567872954241e-08,-2.09437460403473,0.02,0.061,0.0003313512910354,High sparsity
Gene215,0.563978641474984,1,0.563978641474984,1.69446396221109,1.84945298477039,-0.126269671984692,0.567710298000755,0.0104098621989801,-0.312108888093183,0.41,0.456,1,Low sparsity
Gene2150,0.237631307917482,1,0.237631307917482,0.597373626063007,0.693844510983389,-0.215978849933022,0.883440211241041,0.326583671670621,-0.168551864182711,0.107,0.126,1,Medium sparsity
Gene2151,0.0534965377589006,1,0.0534965377589006,0.400496723463379,1.36729702878069,-1.77146434023591,0.964918898528857,6.36653677857332e-12,-2.30998950418031,0.011,0.06,2.5739908195772e-08,High sparsity
Gene2152,0.31224321596246,1,0.31224321596246,0.56766938034236,1.37165805052109,-1.2727980366427,0.816295737457563,1.31857002281938e-12,-1.058414800537,0.13,0.239,5.33097860225875e-09,Medium sparsity
Gene2153,1.6519827231222,1,1.6519827231222,0.625757984712173,1.31014230341113,-1.06604682110811,0.427008675971332,1.73950452076325e-45,-1.09338576313594,0.467,0.683,7.0328167774458e-42,Low sparsity
Gene2154,0.192411135653163,1,0.192411135653163,1.5673676237592,1.44405930214534,0.118213611927557,0.826857789513391,0.241556628730225,0.18019433379461,0.185,0.161,1,Medium sparsity
Gene2155,0.339820025114298,1,0.339820025114298,0.523681825067397,1.31203614163854,-1.32504502079215,0.818181818181818,6.51654156499174e-22,-1.26638461681102,0.11,0.256,2.63463775472616e-18,Medium sparsity
Gene2156,0.311886444073475,21.5564162712003,3.92812201655382,0.421823870711128,1.65119579827842,-1.96879856108434,0.221048660882686,2.70801083061229e-263,-1.96850253324383,0.621,0.942,1.09484877881655e-259,Low sparsity
Gene2157,0.28547677676842,1,0.28547677676842,0.445579338883188,2.04589909427979,-2.19898074886617,0.793662768766503,4.21008737311686e-55,-2.34616890860125,0.091,0.326,1.70213832495114e-51,Medium sparsity
Gene2158,0.012296013860559,1,0.012296013860559,0.578142989101661,0.559866804328439,0.0463427089403393,0.99245567710298,0.0834773578979726,1.90131172090742,0.011,0.004,1,High sparsity
Gene2159,0.0159625619769598,15.5463634513214,2.83293900907227,1.36912220741881,1.17066714449947,0.225920293831156,0.137683892870615,0.00225872612761454,0.167034665211653,0.874,0.85,1,Low sparsity
Gene216,0.216573390038804,1,0.216573390038804,1.18386479356966,1.49857919156072,-0.340091000713481,0.824217276499434,0.0778736632781807,-0.196152079872372,0.16,0.192,1,Medium sparsity
Gene2160,0.0607436641413961,1,0.0607436641413961,0.515702698285033,0.763596280538202,-0.566270481324197,0.969068276122218,0.0266049328131592,-0.843918674365824,0.022,0.04,1,High sparsity
Gene2161,0.0170436832443621,1,0.0170436832443621,1.23863949421717,1.24076141352531,-0.00246937330776809,0.983402489626556,0.853470671375313,-0.428556463496932,0.016,0.018,1,High sparsity
Gene2162,0.583623330312453,1,0.583623330312453,1.7825453140977,1.09546130279628,0.702400229914483,0.587702753677857,2.36293366860229e-18,0.795482256002442,0.49,0.331,9.55334082215904e-15,Low sparsity
Gene2163,0.0562640824524192,1,0.0562640824524192,1.17787101859894,1.8704398904814,-0.667196036197791,0.944549226706903,0.000702428961641933,-0.602556745334798,0.039,0.072,1,High sparsity
Gene2164,0.124911669410663,1,0.124911669410663,0.801968015049639,1.79501464158857,-1.16237900805585,0.895133911731422,2.82552196950115e-10,-0.916046017687895,0.067,0.145,1.14235853226931e-06,Medium sparsity
Gene2165,0.24714802346361,1,0.24714802346361,0.750850296538925,0.695823789261385,0.109803290364787,0.883440211241041,0.173955395661158,0.333950034264422,0.127,0.106,1,Medium sparsity
Gene2166,0.118868985306845,1,0.118868985306845,1.70303074110367,0.549015857674369,1.63318475159536,0.903432666918144,1.75898879569295e-11,1.26608217631213,0.136,0.056,7.11159170098658e-08,High sparsity
Gene2167,0.132204104958851,1,0.132204104958851,0.630990363512627,1.35980125441478,-1.10770592807916,0.913994718973972,7.38019949822828e-07,-1.27149210774237,0.06,0.113,0.00298381465713369,High sparsity
Gene2168,0.297748091372069,1,0.297748091372069,1.46519285740198,1.90356933655025,-0.377616547042633,0.717465107506601,0.00620262103712036,-0.41077476617673,0.264,0.301,1,Medium sparsity
Gene2169,0.00415942082356436,1,0.00415942082356436,0.588567109465594,0.686903639127015,-0.22290080442302,0.99622783855149,,,,,,High sparsity
Gene217,0.628505986913622,1,0.628505986913622,1.41554181380856,1.71897787244759,-0.280196608072301,0.526216522067144,0.00150678700650178,-0.276023237051429,0.441,0.508,1,Low sparsity
Gene2170,0.429867756315934,1,0.429867756315934,1.81671377843904,1.63727042120715,0.150038516731448,0.609204073934364,,,,,,Low sparsity
Gene2171,0.243288050628041,1,0.243288050628041,1.31575670092334,1.63330280622915,-0.311899541944423,0.78498679743493,0.0193844031064206,-0.217261835495788,0.193,0.238,1,Medium sparsity
Gene2172,0.191503981459306,1,0.191503981459306,1.59962717090617,1.169857692948,0.451402647563547,0.84156921916258,9.65943432836964e-05,0.717832400580044,0.187,0.128,0.390530929895985,Medium sparsity
Gene2173,0.254411080720194,1,0.254411080720194,0.55183238621851,0.630966896892966,-0.193334188711059,0.911731422104866,0.701694790330725,0.106009236526679,0.092,0.085,1,High sparsity
Gene2174,0.0933197804635723,1,0.0933197804635723,0.618872686427183,1.96861123092546,-1.66946367430005,0.9245567710298,2.16740876729894e-14,-1.91582105160231,0.037,0.115,8.76283364618962e-11,High sparsity
Gene2175,0.00923524241298407,1,0.00923524241298407,0.685368397328402,1.2569229694506,-0.874944661742756,0.995096190116937,,,,,,High sparsity
Gene2176,0.182225188414173,1,0.182225188414173,0.655948269998428,0.86544156419044,-0.399854365945548,0.923802338740098,0.0012566216368268,-0.757525864212207,0.058,0.095,1,High sparsity
Gene2177,0.083484463115051,1,0.083484463115051,0.352604710355943,0.600728585909137,-0.76866156933616,0.970199924556771,,,,,,High sparsity
Gene2178,0.0114871507443529,1,0.0114871507443529,1.61925349215745,1.94874795357416,-0.267218652447824,0.986420218785364,0.640332590869593,0.825409218136339,0.015,0.012,1,High sparsity
Gene2179,0.362857540145587,1,0.362857540145587,1.75185605616709,0.729734528602545,1.26344061464388,0.740475292342512,2.12996439155611e-26,1.29649717189407,0.348,0.168,8.61144603506133e-23,Medium sparsity
Gene218,0.116730948475429,1,0.116730948475429,1.93671983270048,1.69866712640608,0.189212100386898,0.84534138061109,,,,,,Medium sparsity
Gene2180,0.0568555161606413,1,0.0568555161606413,0.57369482194809,0.649538161103592,-0.179130791554085,0.971708789136175,0.668444030212688,-0.404646885169078,0.026,0.031,1,High sparsity
Gene2181,0.520401647797994,1,0.520401647797994,0.586508372842887,0.647725005975584,-0.143229737682997,0.818181818181818,,,,,,Medium sparsity
Gene2182,0.0633935626609619,1,0.0633935626609619,0.723180585932054,1.41710118926133,-0.970514925076774,0.953225198038476,0.0147392458991207,-0.971622372571938,0.036,0.058,1,High sparsity
Gene2183,0.0784301144290513,1,0.0784301144290513,0.580678598907583,0.501067912761501,0.212733710192841,0.969445492267069,0.931222397598965,0.1188790731491,0.031,0.03,1,High sparsity
Gene2184,0.054592505814705,1,0.054592505814705,0.698251374419235,0.532107166064554,0.392029675363495,0.978875895888344,0.211624593286193,0.82725374686322,0.026,0.016,1,High sparsity
Gene2185,0.114681429839808,1,0.114681429839808,0.693936410486794,2.29738744503309,-1.72711881061428,0.892116182572614,5.3419003013371e-21,-1.76512251884646,0.052,0.166,2.15973029183059e-17,Medium sparsity
Gene2186,0.228716236505276,1,0.228716236505276,1.52056494747988,1.30523815432487,0.220294373546758,0.799321010939268,,,,,,Medium sparsity
Gene2187,0.129969443907137,1,0.129969443907137,1.45278166592288,1.85231145100136,-0.35050879527835,0.868728781591852,,,,,,Medium sparsity
Gene2188,0.031517145921893,1,0.031517145921893,0.50718268443979,1.98082479878544,-1.96552388464341,0.968691059977367,0.000188956063850776,-0.829721278202915,0.019,0.045,0.763949366148686,High sparsity
Gene2189,0.283789406912278,1,0.283789406912278,0.509094040566129,1.71714984872798,-1.75401186031521,0.812523576009053,1.07028773866758e-33,-1.74711807514939,0.099,0.28,4.32717332743303e-30,Medium sparsity
Gene219,0.112283698093276,1,0.112283698093276,1.50329357182068,0.494204404074375,1.60494700222711,0.917389664277631,9.38141928633645e-14,1.81426104187547,0.122,0.042,3.79290781746583e-10,High sparsity
Gene2190,0.157859918714534,1,0.157859918714534,0.545903956900643,0.684105685981352,-0.32557206683497,0.930592229347416,0.0782224415953311,-0.478439830853233,0.059,0.081,1,High sparsity
Gene2191,0.11843714484355,1,0.11843714484355,2.39967130261792,1.74317293211428,0.461121105109916,0.863447755563938,0.357313483477731,0.219842000012599,0.146,0.127,1,Medium sparsity
Gene2192,0.0211404759675391,1,0.0211404759675391,0.6624823527412,1.36708467202022,-1.04514867119004,0.986420218785364,0.0124899560172892,-0.736239507187849,0.007,0.02,1,High sparsity
Gene2193,0.100085758610842,1,0.100085758610842,0.487632070036319,1.64520915177009,-1.75440608649023,0.931723877781969,3.86139739397898e-11,-1.42874901618399,0.036,0.102,1.5611629663857e-07,High sparsity
Gene2194,0.0424327614038386,1,0.0424327614038386,0.515113358622529,1.63870053573988,-1.66959037368465,0.967936627687665,3.60508079226043e-09,-2.13504995710744,0.012,0.053,1.45753416431089e-05,High sparsity
Gene2195,0.108421138441135,1,0.108421138441135,0.82861344041787,1.68118562903953,-1.02070790266952,0.913994718973972,2.98250989390516e-05,-1.00851286466253,0.062,0.111,0.120582875010586,High sparsity
Gene2196,0.106284429002372,111.222537323783,20.2675478197287,1.47306399941478,0.638231055396536,1.20666939684255,0.00528102602791399,3.16858088395935e-292,1.2162478318352,0.999,0.99,1.28105725138476e-288,Low sparsity
Gene2197,0.102023098272987,1,0.102023098272987,1.65526197530749,1.19811768218913,0.466289947537473,0.892116182572614,0.00032069372488364,0.803069102959199,0.131,0.084,1,Medium sparsity
Gene2198,0.00813677674209561,1,0.00813677674209561,1.6062066678603,1.87043131983641,-0.219713458801546,0.986043002640513,0.961025079330187,-0.205137935312016,0.013,0.015,1,High sparsity
Gene2199,0.127175587517986,1,0.127175587517986,1.39057764062143,1.60934770550397,-0.210791761875246,0.867219917012448,0.00238273070294023,-0.464395327532548,0.11,0.156,1,Medium sparsity
Gene22,0.221396958546667,1,0.221396958546667,0.532620982799624,1.59002456033595,-1.5778678800075,0.877781969068276,2.71055497157472e-17,-1.49444614840199,0.069,0.178,1.09587737500766e-13,Medium sparsity
Gene220,0.00303492669069083,1,0.00303492669069083,1.32609722155178,1.98279667427604,-0.580350194968237,0.99622783855149,,,,,,High sparsity
Gene2200,0.76170671693104,1,0.76170671693104,0.597867075602336,0.643050020640395,-0.105106199970291,0.725009430403621,0.128436228860871,-0.218879381524921,0.259,0.291,1,Medium sparsity
Gene2201,0.181313424998095,1,0.181313424998095,1.83917207119659,0.679677612072231,1.43613395552475,0.859675594115428,3.21339207930589e-16,1.31542002900338,0.194,0.085,1.29917441766337e-12,Medium sparsity
Gene2202,0.182215862103911,1,0.182215862103911,1.89300663202914,1.41466569711584,0.420218298670479,0.804602036967182,0.0362219553669747,0.297308249300852,0.215,0.175,1,Medium sparsity
Gene2203,0.114896202831136,1,0.114896202831136,1.64419065669922,1.52159395957437,0.11179417632469,0.886080724254998,0.365093759852132,0.19204984123664,0.113,0.115,1,Medium sparsity
Gene2204,0.0780685570811595,7.00127207502098,1.27580812300959,1.39897071742459,1.73184273667334,-0.3079421642741,0.365522444360619,0.000942278681677964,-0.252409937753212,0.612,0.658,1,Low sparsity
Gene2205,0.256809114457544,1,0.256809114457544,0.39719212511392,1.00408887229601,-1.33797804361087,0.872123726895511,5.86260863108737e-12,-1.15146237815312,0.083,0.174,2.37025266954862e-08,Medium sparsity
Gene2206,0.0155335880729312,1,0.0155335880729312,0.882634977124195,0.569745736799758,0.631498695304173,0.99245567710298,,,,,,High sparsity
Gene2207,0.0510782982344233,1,0.0510782982344233,0.841933650476597,1.32182907281896,-0.650757182726334,0.966427763108261,0.176474719891837,-0.726282568000986,0.027,0.04,1,High sparsity
Gene2208,0.110078249411828,1,0.110078249411828,2.86179654898677,2.03772246829175,0.48996353741539,0.832138815541305,0.00464117861664888,0.397857175999695,0.191,0.144,1,Medium sparsity
Gene2209,0.0715895226443405,1,0.0715895226443405,0.693043150503765,1.83139123239664,-1.40192293505243,0.940777065258393,2.69138671847946e-07,-1.25008374768002,0.035,0.085,0.00108812765028125,High sparsity
